,close,high,low,open,include,includeHigh,includeLow
2018-11-12 09:30:00+08:00,9.829999923706055,9.829999923706055,9.75,9.789999961853027,False,9.829999923706055,9.75
2018-11-12 09:35:00+08:00,9.8100004196167,9.859999656677246,9.800000190734863,9.829999923706055,False,9.859999656677246,9.800000190734863
2018-11-12 09:40:00+08:00,9.779999732971191,9.8100004196167,9.760000228881836,9.8100004196167,False,9.8100004196167,9.760000228881836
2018-11-12 09:45:00+08:00,9.819999694824219,9.819999694824219,9.770000457763672,9.800000190734863,False,9.819999694824219,9.770000457763672
2018-11-12 09:50:00+08:00,9.75,9.8100004196167,9.739999771118164,9.8100004196167,False,9.8100004196167,9.739999771118164
2018-11-12 09:55:00+08:00,9.800000190734863,9.800000190734863,9.739999771118164,9.75,True,9.800000190734863,9.739999771118164
2018-11-12 10:00:00+08:00,9.819999694824219,9.819999694824219,9.770000457763672,9.770000457763672,False,9.819999694824219,9.770000457763672
2018-11-12 10:05:00+08:00,9.850000381469727,9.850000381469727,9.829999923706055,9.84000015258789,False,9.850000381469727,9.829999923706055
2018-11-12 10:10:00+08:00,9.90999984741211,9.920000076293945,9.850000381469727,9.850000381469727,False,9.920000076293945,9.850000381469727
2018-11-12 10:15:00+08:00,9.850000381469727,9.890000343322754,9.84000015258789,9.890000343322754,False,9.890000343322754,9.84000015258789
2018-11-12 10:20:00+08:00,9.859999656677246,9.869999885559082,9.850000381469727,9.850000381469727,True,9.869999885559082,9.84000015258789
2018-11-12 10:25:00+08:00,9.850000381469727,9.880000114440918,9.850000381469727,9.850000381469727,False,9.880000114440918,9.850000381469727
2018-11-12 10:30:00+08:00,9.800000190734863,9.869999885559082,9.800000190734863,9.850000381469727,False,9.869999885559082,9.800000190734863
2018-11-12 10:35:00+08:00,9.779999732971191,9.8100004196167,9.779999732971191,9.800000190734863,False,9.8100004196167,9.779999732971191
2018-11-12 10:40:00+08:00,9.789999961853027,9.800000190734863,9.779999732971191,9.800000190734863,True,9.800000190734863,9.779999732971191
2018-11-12 10:45:00+08:00,9.789999961853027,9.819999694824219,9.789999961853027,9.800000190734863,False,9.819999694824219,9.789999961853027
2018-11-12 10:50:00+08:00,9.850000381469727,9.859999656677246,9.819999694824219,9.819999694824219,False,9.859999656677246,9.819999694824219
2018-11-12 10:55:00+08:00,9.850000381469727,9.869999885559082,9.819999694824219,9.869999885559082,True,9.869999885559082,9.819999694824219
2018-11-12 11:00:00+08:00,9.890000343322754,9.890000343322754,9.84000015258789,9.84000015258789,False,9.890000343322754,9.84000015258789
2018-11-12 11:05:00+08:00,9.899999618530273,9.899999618530273,9.880000114440918,9.880000114440918,False,9.899999618530273,9.880000114440918
2018-11-12 11:10:00+08:00,9.890000343322754,9.890000343322754,9.850000381469727,9.880000114440918,False,9.890000343322754,9.850000381469727
2018-11-12 11:15:00+08:00,9.90999984741211,9.930000305175781,9.899999618530273,9.90999984741211,False,9.930000305175781,9.899999618530273
2018-11-12 11:20:00+08:00,9.890000343322754,9.899999618530273,9.880000114440918,9.890000343322754,False,9.899999618530273,9.880000114440918
2018-11-12 11:25:00+08:00,9.890000343322754,9.90999984741211,9.890000343322754,9.890000343322754,False,9.90999984741211,9.890000343322754
2018-11-12 13:00:00+08:00,9.90999984741211,9.920000076293945,9.899999618530273,9.920000076293945,False,9.920000076293945,9.899999618530273
2018-11-12 13:05:00+08:00,9.899999618530273,9.920000076293945,9.899999618530273,9.90999984741211,True,9.920000076293945,9.899999618530273
2018-11-12 13:10:00+08:00,9.869999885559082,9.890000343322754,9.869999885559082,9.890000343322754,False,9.890000343322754,9.869999885559082
2018-11-12 13:15:00+08:00,9.890000343322754,9.890000343322754,9.880000114440918,9.880000114440918,True,9.890000343322754,9.869999885559082
2018-11-12 13:20:00+08:00,9.880000114440918,9.890000343322754,9.880000114440918,9.890000343322754,True,9.890000343322754,9.880000114440918
2018-11-12 13:25:00+08:00,9.920000076293945,9.920000076293945,9.890000343322754,9.890000343322754,False,9.920000076293945,9.890000343322754
2018-11-12 13:30:00+08:00,9.90999984741211,9.949999809265137,9.90999984741211,9.920000076293945,False,9.949999809265137,9.90999984741211
2018-11-12 13:35:00+08:00,9.899999618530273,9.90999984741211,9.899999618530273,9.90999984741211,False,9.90999984741211,9.899999618530273
2018-11-12 13:40:00+08:00,9.869999885559082,9.90999984741211,9.869999885559082,9.899999618530273,True,9.90999984741211,9.869999885559082
2018-11-12 13:45:00+08:00,9.869999885559082,9.880000114440918,9.859999656677246,9.869999885559082,False,9.880000114440918,9.859999656677246
2018-11-12 13:50:00+08:00,9.850000381469727,9.869999885559082,9.850000381469727,9.869999885559082,False,9.869999885559082,9.850000381469727
2018-11-12 13:55:00+08:00,9.84000015258789,9.869999885559082,9.84000015258789,9.859999656677246,True,9.869999885559082,9.84000015258789
2018-11-12 14:00:00+08:00,9.880000114440918,9.880000114440918,9.850000381469727,9.859999656677246,False,9.880000114440918,9.850000381469727
2018-11-12 14:05:00+08:00,9.880000114440918,9.880000114440918,9.850000381469727,9.859999656677246,True,9.880000114440918,9.850000381469727
2018-11-12 14:10:00+08:00,9.890000343322754,9.899999618530273,9.869999885559082,9.869999885559082,False,9.899999618530273,9.869999885559082
2018-11-12 14:15:00+08:00,9.869999885559082,9.899999618530273,9.869999885559082,9.899999618530273,True,9.899999618530273,9.869999885559082
2018-11-12 14:20:00+08:00,9.899999618530273,9.899999618530273,9.880000114440918,9.880000114440918,True,9.899999618530273,9.880000114440918
2018-11-12 14:25:00+08:00,9.899999618530273,9.90999984741211,9.899999618530273,9.899999618530273,False,9.90999984741211,9.899999618530273
2018-11-12 14:30:00+08:00,9.880000114440918,9.899999618530273,9.880000114440918,9.899999618530273,False,9.899999618530273,9.880000114440918
2018-11-12 14:35:00+08:00,9.930000305175781,9.930000305175781,9.890000343322754,9.890000343322754,False,9.930000305175781,9.890000343322754
2018-11-12 14:40:00+08:00,9.90999984741211,9.920000076293945,9.899999618530273,9.920000076293945,True,9.930000305175781,9.899999618530273
2018-11-12 14:45:00+08:00,9.949999809265137,9.949999809265137,9.90999984741211,9.90999984741211,False,9.949999809265137,9.90999984741211
2018-11-12 14:50:00+08:00,9.979999542236328,9.979999542236328,9.970000267028809,9.970000267028809,False,9.979999542236328,9.970000267028809
2018-11-12 14:55:00+08:00,9.970000267028809,9.970000267028809,9.960000038146973,9.970000267028809,False,9.970000267028809,9.960000038146973
2018-11-13 09:30:00+08:00,9.819999694824219,9.869999885559082,9.779999732971191,9.8100004196167,False,9.869999885559082,9.779999732971191
2018-11-13 09:35:00+08:00,9.859999656677246,9.859999656677246,9.819999694824219,9.850000381469727,True,9.859999656677246,9.779999732971191
2018-11-13 09:40:00+08:00,9.859999656677246,9.859999656677246,9.829999923706055,9.859999656677246,True,9.859999656677246,9.779999732971191
2018-11-13 09:45:00+08:00,9.890000343322754,9.90999984741211,9.859999656677246,9.859999656677246,False,9.90999984741211,9.859999656677246
2018-11-13 09:50:00+08:00,9.890000343322754,9.90999984741211,9.890000343322754,9.890000343322754,True,9.90999984741211,9.890000343322754
2018-11-13 09:55:00+08:00,9.869999885559082,9.890000343322754,9.869999885559082,9.890000343322754,False,9.890000343322754,9.869999885559082
2018-11-13 10:00:00+08:00,9.890000343322754,9.890000343322754,9.859999656677246,9.859999656677246,True,9.890000343322754,9.859999656677246
2018-11-13 10:05:00+08:00,9.880000114440918,9.90999984741211,9.880000114440918,9.890000343322754,False,9.90999984741211,9.880000114440918
2018-11-13 10:10:00+08:00,9.869999885559082,9.890000343322754,9.869999885559082,9.890000343322754,False,9.890000343322754,9.869999885559082
2018-11-13 10:15:00+08:00,9.869999885559082,9.890000343322754,9.869999885559082,9.890000343322754,True,9.890000343322754,9.869999885559082
2018-11-13 10:20:00+08:00,9.829999923706055,9.869999885559082,9.829999923706055,9.859999656677246,False,9.869999885559082,9.829999923706055
2018-11-13 10:25:00+08:00,9.880000114440918,9.880000114440918,9.829999923706055,9.84000015258789,True,9.869999885559082,9.829999923706055
2018-11-13 10:30:00+08:00,10.0600004196167,10.0600004196167,9.890000343322754,9.890000343322754,False,10.0600004196167,9.890000343322754
2018-11-13 10:35:00+08:00,10.0600004196167,10.069999694824219,10.020000457763672,10.039999961853027,False,10.069999694824219,10.020000457763672
2018-11-13 10:40:00+08:00,9.979999542236328,10.039999961853027,9.979999542236328,10.039999961853027,False,10.039999961853027,9.979999542236328
2018-11-13 10:45:00+08:00,9.949999809265137,9.960000038146973,9.920000076293945,9.960000038146973,False,9.960000038146973,9.920000076293945
2018-11-13 10:50:00+08:00,9.949999809265137,9.949999809265137,9.90999984741211,9.930000305175781,False,9.949999809265137,9.90999984741211
2018-11-13 10:55:00+08:00,9.949999809265137,9.970000267028809,9.930000305175781,9.9399995803833,False,9.970000267028809,9.930000305175781
2018-11-13 11:00:00+08:00,9.920000076293945,9.949999809265137,9.899999618530273,9.949999809265137,False,9.949999809265137,9.899999618530273
2018-11-13 11:05:00+08:00,9.949999809265137,9.949999809265137,9.920000076293945,9.930000305175781,True,9.949999809265137,9.899999618530273
2018-11-13 11:10:00+08:00,9.930000305175781,9.949999809265137,9.920000076293945,9.949999809265137,True,9.949999809265137,9.920000076293945
2018-11-13 11:15:00+08:00,9.960000038146973,9.960000038146973,9.90999984741211,9.90999984741211,True,9.960000038146973,9.920000076293945
2018-11-13 11:20:00+08:00,9.970000267028809,9.970000267028809,9.949999809265137,9.970000267028809,False,9.970000267028809,9.949999809265137
2018-11-13 11:25:00+08:00,10.039999961853027,10.039999961853027,9.970000267028809,9.970000267028809,False,10.039999961853027,9.970000267028809
2018-11-13 13:00:00+08:00,10.069999694824219,10.079999923706055,10.050000190734863,10.0600004196167,False,10.079999923706055,10.050000190734863
2018-11-13 13:05:00+08:00,10.069999694824219,10.100000381469727,10.0600004196167,10.069999694824219,False,10.100000381469727,10.0600004196167
2018-11-13 13:10:00+08:00,10.0600004196167,10.079999923706055,10.0600004196167,10.079999923706055,True,10.100000381469727,10.0600004196167
2018-11-13 13:15:00+08:00,10.069999694824219,10.069999694824219,10.039999961853027,10.069999694824219,False,10.069999694824219,10.039999961853027
2018-11-13 13:20:00+08:00,10.100000381469727,10.100000381469727,10.069999694824219,10.069999694824219,False,10.100000381469727,10.069999694824219
2018-11-13 13:25:00+08:00,10.100000381469727,10.109999656677246,10.09000015258789,10.09000015258789,False,10.109999656677246,10.09000015258789
2018-11-13 13:30:00+08:00,10.069999694824219,10.100000381469727,10.0600004196167,10.100000381469727,False,10.100000381469727,10.0600004196167
2018-11-13 13:35:00+08:00,10.079999923706055,10.079999923706055,10.069999694824219,10.069999694824219,True,10.079999923706055,10.0600004196167
2018-11-13 13:40:00+08:00,10.100000381469727,10.100000381469727,10.079999923706055,10.079999923706055,False,10.100000381469727,10.079999923706055
2018-11-13 13:45:00+08:00,10.109999656677246,10.109999656677246,10.09000015258789,10.100000381469727,False,10.109999656677246,10.09000015258789
2018-11-13 13:50:00+08:00,10.119999885559082,10.119999885559082,10.100000381469727,10.100000381469727,False,10.119999885559082,10.100000381469727
2018-11-13 13:55:00+08:00,10.1899995803833,10.1899995803833,10.140000343322754,10.140000343322754,False,10.1899995803833,10.140000343322754
2018-11-13 14:00:00+08:00,10.34000015258789,10.34000015258789,10.180000305175781,10.180000305175781,False,10.34000015258789,10.180000305175781
2018-11-13 14:05:00+08:00,10.420000076293945,10.420000076293945,10.329999923706055,10.34000015258789,False,10.420000076293945,10.329999923706055
2018-11-13 14:10:00+08:00,10.319999694824219,10.420000076293945,10.3100004196167,10.420000076293945,True,10.420000076293945,10.329999923706055
2018-11-13 14:15:00+08:00,10.270000457763672,10.289999961853027,10.260000228881836,10.289999961853027,False,10.289999961853027,10.260000228881836
2018-11-13 14:20:00+08:00,10.239999771118164,10.319999694824219,10.239999771118164,10.270000457763672,True,10.289999961853027,10.239999771118164
2018-11-13 14:25:00+08:00,10.289999961853027,10.289999961853027,10.229999542236328,10.25,True,10.289999961853027,10.239999771118164
2018-11-13 14:30:00+08:00,10.289999961853027,10.289999961853027,10.260000228881836,10.279999732971191,True,10.289999961853027,10.260000228881836
2018-11-13 14:35:00+08:00,10.210000038146973,10.279999732971191,10.210000038146973,10.279999732971191,False,10.279999732971191,10.210000038146973
2018-11-13 14:40:00+08:00,10.1899995803833,10.220000267028809,10.1899995803833,10.220000267028809,False,10.220000267028809,10.1899995803833
2018-11-13 14:45:00+08:00,10.210000038146973,10.210000038146973,10.199999809265137,10.210000038146973,True,10.210000038146973,10.1899995803833
